Pays_indic,Country Name,Country Code,Indicator Name,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
PRI_Croissance_GDP (current US$) par Tete (pourcent),,,,11.88539913348747,9.280468653001613,3.9483136925658924,2.008094689209407,9.820266560676123,4.850467746061507,7.44217576372714,8.137733096142663,8.809617950955737,5.761937648503651,7.710832244786245,4.755974210476927,6.567951970974153,5.7243862010011695,6.503369193204764,6.461374689420779,5.129710701931756,5.2942791998465495,11.599322879189621,6.407720950790469,6.3802390272420135,11.925991769775644,3.356254586996318,4.407883242404141,7.321487341540037,4.623044064974297,4.4473979235219465,3.1781612310422958,5.212162980698544,3.49578121234552,2.5884977795640096,3.189371600451767,2.4409021535207986,2.0341286609696567,1.642369703281727,2.6983838731056236,2.9017939415211775,1.5724255716196116,1.6495059227168962,3.958731327172191
PRT_Croissance_GDP (current US$) par Tete (pourcent),,,,22.23605913148447,-3.6335626431856602,-5.114813507081675,-11.183899947626324,-7.777160651463259,7.23201232117582,42.76055649771445,24.389696660188875,17.066067471653763,7.6939424093086135,30.186952836729937,13.626119247584915,20.667308836375557,-11.80243603266735,4.6426792133606245,18.08142868453079,3.426849594923837,-5.002705917937741,5.388094590846963,2.2286120135241654,-7.804664497819213,1.9730640058346005,9.814476984962484,22.427829520290462,14.388302450586353,4.115827867047236,5.591613792998898,14.928474899314834,9.066113308965074,-7.194866453172544,-2.4332676312286097,3.0589436247462283,-11.308203261121353,5.262133458347918,1.9737521424290985,-12.829100784094306,3.825073932436682,7.568316562804526,9.17218507151267,-1.349146797919483
PRY_Croissance_GDP (current US$) par Tete (pourcent),,,,26.645154333686197,22.921119343466856,-6.388418192836122,1.672930412946955,-22.920043281307866,-29.177622642368302,10.24690930007691,3.656729064982281,4.223398249978104,8.78756648816067,18.949955518135642,17.093615855013393,-0.07370247180204635,-1.1700451989979195,5.999403332810592,12.464111144670778,5.565850999646727,-0.44356120005710137,-9.068537791360608,-6.557318146647267,-1.8006493110976198,-5.923973832809001,-16.881355816125886,4.9632871763739095,23.002561647378077,9.772961957621927,23.185528959362003,31.07474622180654,35.76824949864868,-10.318054285363196,20.17794295898668,22.200258608384903,-2.6278759216424863,14.349567691521315,2.971407730828421,-11.40825580527632,-1.614544489467587,6.789672831611361,2.202148921533589,-6.73266135215544
PSS_Croissance_GDP (current US$) par Tete (pourcent),,,,11.97812638789482,0.7667874966113262,-4.594082875695206,-6.4213913812815955,7.323756207081392,-7.078091666128782,6.880345142673425,-3.046890745927157,3.5294984355491312,3.142406825275086,6.228990885420546,4.606379159134059,8.16061516169652,3.982627038969022,13.42774377578922,6.178283920074347,5.690300376952146,-1.4340733052167396,-15.619845320375877,8.147232902392153,-8.710662190197253,-3.086244090145012,4.004360635384813,15.705343248000855,14.08379493937976,8.630858851435521,3.7578183229794178,8.763844516557088,5.325053132563756,-12.52687553975406,9.521012546801913,17.084070295255355,4.92410061625822,2.4104340793845567,7.246484674663422,-3.66034690772971,3.2673381757146838,5.9648630351975,2.2209349320718563,-0.7335454514087185
QAT_Croissance_GDP (current US$) par Tete (pourcent),,,,27.512803154007937,-0.23619500783953645,-21.54139127148772,-23.693344569727515,-6.048142772433159,-15.549208172805265,-23.42461302662342,1.5535640285304668,5.502571111846684,3.2391356533758073,9.97367370879892,-8.604778142260814,9.275979501706415,-7.538233408757917,1.9137998370132914,8.97703668064996,9.38629689438819,21.72931166549146,-11.898641011193865,16.834607854977296,37.9880825561379,-4.866707158415332,5.952855833073833,14.240993417406562,22.038147883738787,22.15027433773077,15.692286663686259,9.896831903696611,22.641883894361687,-26.34780925907881,14.060061600989128,22.26367424084114,3.235749511194211,-0.029663961441969863,-1.401963339589417,-24.82694631934645,-9.321140912569621,7.174800325244602,12.289989606267183,-5.831996702410495
RWA_Croissance_GDP (current US$) par Tete (pourcent),,,,9.278603373852917,8.435399743474393,-3.177350525662927,1.7089103867079145,3.4297700755482046,3.7859052953086016,8.130763095786385,5.43688929210752,6.206411398543495,-2.2069687370432027,5.8627840346945455,-22.87204759397594,12.187599037792697,3.9680932632073698,-59.66507492947036,74.57305340124154,3.7261514021474658,25.45695031808326,-0.9358147313118456,-15.188861792496308,-9.753417687087557,-6.961441356883724,-2.157480160417649,8.379904294447895,11.541334710720209,21.337021954186536,26.114065745448848,19.574067813756272,23.94224249207976,6.651733756109471,5.203340540737674,9.662260105751313,8.516233896856507,-0.3454301635916742,2.8671059802141325,1.0584032167267872,-0.8481008453134278,3.181551511157252,1.3336038830940495,2.4326098615491434
SAS_Croissance_GDP (current US$) par Tete (pourcent),,,,17.751432772277017,3.5246567229539725,1.0392667586497528,3.3921245302487555,-2.767429234753584,6.2484850876895806,3.509323155211191,8.545808167295748,5.067599455136776,-1.306380636768824,5.302610835646337,-12.965150079908208,3.917971783113312,-3.050070852801643,11.068656079535144,8.714776871413308,7.2030933590176165,2.8370937498459763,-0.557380969266295,5.115740268659532,3.402109736381759,0.5781806383783866,3.039113237737723,14.689624329506898,13.966048957627988,12.663098941083016,12.02429770558782,23.80306630816045,0.016268119895625346,8.602035924696375,20.681977442394196,8.73270357240826,-0.21185598654245968,1.2782185377462292,8.145862356921086,3.170654580154682,7.0881771624816885,13.0699522283048,1.7528207669778086,3.174754638750913
SAU_Croissance_GDP (current US$) par Tete (pourcent),,,,38.69483302094138,5.265587424766481,-21.973087742389012,-20.836965674172692,-12.742817420084124,-17.782279457934223,-20.397323300282117,-5.900262777961774,-1.279609426193982,3.9202330145856985,19.061186486262766,8.79420276171995,0.6196077273140458,-5.6296581426670675,-0.858322739324298,3.628563853904352,8.389829534965612,2.589677414137162,-13.243187687677711,7.936205175662028,14.527674917396192,-5.306566620262213,0.12381241576389557,10.517824305607554,16.390965729272256,23.301581122836982,11.552768465018579,7.357182877346663,21.563936138635015,-19.748303592777145,19.545567841319784,23.27445988645618,6.306618358832799,-1.5790859378749147,-1.5328843855760845,-15.680124124473123,-3.6292306144246687,4.650290252460432,12.186369276440937,-0.8533575295607464
SDN_Croissance_GDP (current US$) par Tete (pourcent),,,,-20.284821146909895,29.628065003603588,-10.922805530589233,-13.945515720638351,13.981436476977654,23.753111613795124,23.213257537119684,24.00462996746014,-25.882748204867585,-3.804525382547818,-21.555008001777875,-11.561200728989188,-40.476673927489635,21.604456691583092,39.04639723602835,4.701087585309179,-36.60031897998314,26.31296677193135,-5.91814982975462,-7.230044507190108,12.019596917663838,4.87459812097699,9.420016185698943,16.149455830789897,18.56301790119939,20.677542241998662,32.015489690801346,25.362320705629966,16.280938003152475,-10.340698192061486,20.862117314336274,-8.366774589209864,-10.978853896860684,6.813505533025616,9.810462242203315,11.680654688421159,-31.966548225273574,-14.423023362230177,-43.890191956644024,-29.230841708678113
SEN_Croissance_GDP (current US$) par Tete (pourcent),,,,5.770184970741795,-11.804629019308381,-4.916183513336454,-13.422741976736377,-5.3935071641014725,6.2060345142204865,37.217513739629226,16.718760233736422,-4.044976757938654,-4.372777847204227,12.911652582116638,-4.642719729462607,3.762308569392251,-8.150421717793227,-33.61609652926529,22.513845262664564,1.2408235751136352,-9.966596405462683,5.160418513646382,-0.10094854705234152,-11.155064464945623,1.7554509771979308,6.721331892707552,25.448166104581908,14.183264256521912,5.675429615367872,4.725871711389624,17.433781114391472,15.507249138901045,-6.706684427033219,-2.8096883541146584,7.2874131553883945,-3.169912721065593,3.465344530641062,1.4961747820746703,-12.702432111892664,4.154480315264352,7.228705196559255,7.6295402854558745,-1.2800325142478035
SGP_Croissance_GDP (current US$) par Tete (pourcent),,,,26.345256379856124,13.563879658976868,8.595387713790624,9.141755014377972,8.97119972824358,-3.134212543357322,-2.88264936061995,10.869213349357375,18.243886162311526,16.60337123787847,14.115269214215878,22.261660072062394,11.263900542046422,13.349814773473739,17.840336931555118,15.595859216765529,5.294998253273238,0.5425976497618543,-17.23793189163387,-0.15215986727702968,9.433999939634486,-9.023467522416404,2.118287524489534,7.087029046593031,16.343699981930328,8.521733239771573,12.709380277560683,16.772064111019652,1.4569822485646804,-2.700151745138562,21.346903665625394,14.085301974285644,3.0730128721547247,2.5581045584123587,1.0446408477030207,-3.3284013409376727,2.1235371111824444,7.18911232754072,8.659841935191771,-1.4435935602172478
SLB_Croissance_GDP (current US$) par Tete (pourcent),,,,7.804467761287302,7.352567206224749,-2.6683352401781737,-7.41311401690418,35.93680708649042,-10.8579781850424,-11.903315987393428,10.053684833278613,26.631486666428895,4.026082832713344,-11.468423190544927,2.9545214388550294,14.935210242911111,5.4480039170574335,9.934710193529476,8.633043245716964,5.808421954285906,-2.2826893826465633,-19.305463613764513,-0.43358412050108947,-12.19096148262969,-10.411175588912055,-16.934345788291967,-5.135701450485485,9.902070217438482,7.671101265733922,7.7797000530984395,10.461232590078785,15.228017073095698,-3.975456007250608,11.212354864193466,33.47952121089029,11.07825615354253,3.356591962592538,0.9775097290656004,-4.122297188915874,3.7581358976594474,3.6562924778828876,3.819501787381382,-0.4749140208681979
SLE_Croissance_GDP (current US$) par Tete (pourcent),,,,-2.978995777960438,-0.9256741471430655,13.697087248851108,-24.870345152357437,6.698252546389963,-23.22859772043932,-44.42198105241114,38.767738824785305,46.15661765179869,-13.606375940161957,-31.421300753990653,19.26490339438422,-12.799928354217654,13.55111507987023,19.141524677458758,-4.384193162403738,7.933501620575993,-10.189963816790888,-21.750788698508707,-2.2496220786909253,-7.53808247836413,65.37684030807235,10.036247992609855,5.56700120354202,0.045959288452482025,9.670930536431179,10.617387126917246,11.436052492565166,13.349700125224388,-4.230245144650744,2.718294663303136,11.57254196444996,26.328630705327203,26.56467470204903,-0.29778002450196805,-17.69583512280923,-14.75833741909668,-0.40585186819792707,6.930679519095265,-5.5297993230798586
SLV_Croissance_GDP (current US$) par Tete (pourcent),,,,1.3869875292537128,-5.377044558958737,-2.5858234351080727,1.6995651486951595,3.0130072915038952,2.404733305681874,-2.05540537160061,3.5914332636796167,4.5016749791086585,3.0008438079737894,8.73277739959412,7.5535245949536645,9.167294934508767,13.359595811783501,13.479610754414958,14.804135542322252,6.288305578830828,5.582405787939733,6.044512778999225,2.3465224577239465,3.673140651316596,3.535372942130821,2.499785268427497,4.0202204797802805,3.119956727138277,6.589517674201544,8.36916144501497,5.864287155998363,5.284616227488977,-2.5539018083356244,4.364665620119859,9.479723750266702,4.970501555590345,2.3669092727814958,2.265564511099732,3.2469875554024012,2.7098531394230676,2.739456126738899,4.025368360319264,2.9400342826216077
SST_Croissance_GDP (current US$) par Tete (pourcent),,,,30.42282418023964,1.2656235302040957,-2.5234678077233297,-5.232374045191877,-2.8187991207275545,-5.672694177183865,-3.8775523652146564,11.904879459350044,7.997116395182385,2.0492309669525404,13.493286961996713,0.23800717061009768,4.705634414142303,-2.9619677366265442,3.432596229555181,11.460504062143551,4.782173356750741,5.490832686923915,-1.6401687012955952,5.608629597247946,8.946197502223194,-1.0493494339275942,5.497996280543421,17.844849960160577,18.490752812681603,17.059159510393837,13.719307787862398,17.530304888811052,17.794696080270928,-16.17380186038991,12.591602595398491,18.415618278104457,2.3804393076820545,2.1492954198454797,1.3900297855519756,-16.17105423544845,-3.380610348951905,7.285399119634313,8.428461459361387,-3.2507591214928437
SUR_Croissance_GDP (current US$) par Tete (pourcent),,,,1.3993466083593056,11.630148241080422,2.703055009900326,-3.8040374615205907,-2.8659059979764123,-0.028672550487651757,0.5609620743985111,7.997913320406063,16.079777880741965,-54.230010503872556,-29.846753152367622,13.181527502621977,-11.349704303692267,4.146576081566902,38.92163984659877,12.47563519934431,22.787180473475246,6.138526596594286,18.428960217874508,-21.167257254605932,5.6623696852277225,-13.00537100045566,29.542727820835893,15.153319594205117,15.119854319916154,19.441133988897384,44.757937882320064,10.52467217716446,18.92525946343537,8.437078404668492,11.438488656425443,0.08934406302959844,11.349585334589882,2.186981409870407,0.7421052163065351,-9.607608644755842,-35.306171726412614,1.5837850373597433,6.698790252927367,14.177594246381677
SWE_Croissance_GDP (current US$) par Tete (pourcent),,,,14.926691182889353,-8.839731947147575,-11.852988582172562,-8.230187243840165,3.8926298233914096,4.334956852882737,31.56659535554699,21.19757170998662,12.582895493739459,4.59564235271747,19.21677757235839,4.017600062269283,3.073829808539577,-25.534898864706303,6.789396579211932,16.099569139995776,8.968753019060799,-8.141104741331768,0.9370382573925762,1.1261152459439,-4.2537840137587715,-8.023837795430248,9.730443914236854,24.825426213837645,14.736361982541144,1.4370993214026,7.266925573833472,15.251886185122357,4.567126183038932,-16.393897845511713,12.614414187526762,14.917453810121433,-4.473548272167757,5.322601377798109,-1.810302758286531,-14.12000325140313,0.8141810189336627,3.5145695244555335,1.48267203328668,-5.457126958721457
SWZ_Croissance_GDP (current US$) par Tete (pourcent),,,,27.151358845156153,1.8934973289052008,-9.143525652912947,-0.22950260231269765,-14.008468453097212,-29.48024385030413,20.197194107858454,25.705040132648207,14.620041348443825,-2.4121985867599367,55.29740125389255,0.9141894758553453,8.340477543885875,3.173558835020774,2.280115195786923,17.2237228336496,-7.525996051903893,5.1169395553393615,-9.689223294730946,-3.241446701952871,11.023779343517937,-11.970676261576426,-7.644121345590588,52.87860722959494,25.62172384980195,14.252457115212435,3.0116517065001824,4.745223682823392,-5.711467443798954,7.918885649196255,23.115728292251564,7.870811905693172,0.6909355110726839,-6.566843397237325,-4.533598798454995,-8.642653874818933,-6.5543239214186615,14.658871139801118,4.879352408545415,-7.451737709441478
SYC_Croissance_GDP (current US$) par Tete (pourcent),,,,14.738789360164972,3.850041073148452,-5.073375094311852,-0.6905075678888299,2.5268724322655354,10.712961805815699,22.305600001417446,14.94160408764213,13.441380380298702,6.760530879855689,20.322258951842695,0.22288797544827316,15.31202300935456,7.027629108841749,-0.0552754174011308,2.95059982198977,-2.4556494658605557,10.59953358743995,5.973480921463654,0.4107613769755966,-2.1782337870683484,1.1121214374938702,8.718686743323538,2.3249687579534664,19.37483855686594,8.999535600967473,8.310914986938268,1.1688479309462128,-8.490187644677746,-12.729691328138479,11.308678110528717,12.813059822483803,-1.4965195969770764,22.978794612297975,-0.442510646296527,0.3061640637311315,2.192413681043028,5.5576660490090495,3.0475191611129624,6.167454325740065
TCD_Croissance_GDP (current US$) par Tete (pourcent),,,,0.7673209799817361,-16.919132007381634,-6.977860032118621,-2.591067743049657,7.624757274482434,9.359000629461075,0.3727117344978545,5.620060910720227,23.403399293986805,-6.385543174159543,17.41795850106815,4.569151481775313,-2.898042057193002,-24.6980951648157,-21.950560269123237,18.54739920088564,7.4720573424018175,-7.132255879780251,9.079429467531407,-15.138863850862517,-13.012239582205618,18.828516345273915,11.88091564424541,32.47580627798973,55.34502995314753,45.15397778905863,7.8170818334446155,12.508757371858607,15.914895887455272,-13.522793834639561,11.50638498662716,10.326058829239361,-1.765254435998481,1.288011177271065,4.13097379350917,-23.94114431182079,-10.64021489081407,-3.965831438754803,9.039969566821444,-2.287347475088384
TGO_Croissance_GDP (current US$) par Tete (pourcent),,,,23.772231832493514,-18.07108189234706,-17.645376948755636,-10.232408800170763,-9.616039397374035,2.496441662957833,34.607816983306606,14.051992140301461,7.124951075453385,-4.574928532452384,17.308009571007975,-3.863268514822623,3.4379385720664373,-28.643224043836888,-22.108457727763057,29.921760516881857,8.766036058844215,-0.8409591420608846,2.548270797485302,-3.7828585071616367,-8.337863481562122,-3.1895541763121305,11.719777209995815,21.163609831835124,4.181336279902824,-1.4999031831020042,0.3183426002267916,10.166807453296766,21.15206733108336,-1.0485339992835014,-0.8167240225850523,9.93415028401987,-2.6044093711370153,8.672883258252629,3.14377246461993,-10.925292872636007,4.652361459768121,4.790263432543061,8.443511501916388,-0.5027463547153218
THA_Croissance_GDP (current US$) par Tete (pourcent),,,,15.773385057565774,5.583212911500369,3.022192129575545,7.434781191408387,2.5008190880804073,-8.59806576004452,8.793357472262688,15.161150027024306,19.92541263921783,15.312561440918314,16.478875190549314,13.74955177002783,12.320275889131059,14.600488317471575,12.766804542907286,14.255223720257908,6.9344023743223895,-18.915874798344806,-25.21513218649219,10.154195627517153,-1.2552646862250516,-5.701504690931887,10.718205827128367,12.5431911923064,12.759441272345024,8.794153731036035,16.429524976800295,17.909654705694482,10.235081633655769,-3.805141068627358,20.492108633455427,8.190567756202771,6.708905979710709,5.249998227569553,-3.5079451573628773,-1.8790215835181063,2.6401322647442664,9.987659446868298,10.656298843494726,7.027880389944587
TON_Croissance_GDP (current US$) par Tete (pourcent),,,,18.336465620310864,16.316310552872796,-0.5263792767303997,-2.0321866473105286,5.494176046132725,-6.628607466969477,13.317027847751309,19.457980855467735,30.227205223230158,-0.5662236409637234,6.543388156173659,16.194985501261222,3.513830101580791,0.8715533820519779,39.65465816724886,4.268284172491542,8.076715408520927,-3.728962555028854,-11.440327490686881,3.7584598712763286,2.370600698785907,-10.90345559859125,0.2786025894163353,10.207565175769725,12.5284322210246,13.530329896884435,11.307314490597873,1.1712696820756385,15.540469857291699,-9.408951196763283,16.022276636533586,14.955545261975056,12.562188271226876,-3.679541234809559,-0.7818708490063272,-1.668270558080798,-8.204377934600167,6.336612922235487,3.474567180590566,
TSS_Croissance_GDP (current US$) par Tete (pourcent),,,,22.5375033299534,35.82341262940854,-10.61565629488426,-15.364244990873841,-15.07631745676179,-8.123958184173592,-0.2031967365149744,10.928526188703568,0.149264586994923,-3.365946231300825,9.226641787821817,-1.3295391624581556,-3.9774854464358365,-9.319563361834216,-4.189504608285837,11.653503333310976,0.6718941775805837,1.1984920685269216,-5.976321910356972,-1.4574987449985786,3.7420599698953994,-7.002699414497215,6.205266057438597,22.029048498526503,21.235370675336434,15.548611919193881,15.704286067979837,13.013561658533654,11.604383807047116,-7.283200226904892,15.707131812229033,9.857962432039834,2.0619451990102884,3.8317729739549793,1.9343178511181556,-11.24509986488786,-10.111503394231143,3.7659547647198854,1.8283067954196384,-0.2509516353984141
TTO_Croissance_GDP (current US$) par Tete (pourcent),,,,33.47893685545976,10.373409481551244,14.548433940734556,-6.139831743419655,-1.5566320402249216,-6.149667800960786,-35.71802145399424,-0.8653746826755322,-7.02035976819708,-4.5546848091807615,16.438911947761714,4.053154363590679,1.8520752637817146,-14.635324522540007,5.446886180077558,7.3197386925909385,7.786987500516618,-0.5600584378439689,5.177910209296886,12.463101750748056,19.45422062527288,7.8418583898456875,1.6321738479700856,24.88036237312871,16.87013899139291,19.753897375112235,14.401144611755619,17.283339671851294,28.19988655443583,-31.550321304317016,14.945517948713597,14.090653615900353,0.6476141314876307,5.148123102394614,0.6314388477624768,-9.773414116095106,-11.55161904749032,0.37859937483314654,5.49149704074144,0.8555347350138979
TUN_Croissance_GDP (current US$) par Tete (pourcent),,,,18.52962529295555,-6.216600415394056,-6.211383652949577,-0.2472108383784068,-3.883549710196658,-0.8198658366506124,4.543490127530208,4.966292776721275,1.7524563028648508,-2.175684738145798,18.973153927953398,4.040900690973101,15.968617085187494,-7.683517086549625,4.953963100636968,13.35198674817812,6.968266431211603,4.476704425904497,3.8269831068429605,4.0945508459644255,-7.322685600467628,1.8635225911384843,4.055348894295169,17.744343058301023,12.714337397943813,2.6298232781249617,5.5376109419508355,12.03893174959988,14.074180409160846,-4.1487492169569755,0.3273269365442793,2.96231997034727,-2.626140570815355,1.6862527850870697,1.9601405742229345,-10.307474087662742,-4.240572447882062,-5.8600904771818465,-1.2190997146007685,-3.525894508782877
TUR_Croissance_GDP (current US$) par Tete (pourcent),,,,-24.767608711373935,0.9478343097234535,-11.188030085461179,-6.57090819257506,-4.841120344049722,9.750919348505262,10.397177312236884,12.922558873962736,2.313760127552675,15.841634719673648,38.20697090977851,-2.098610335215184,3.898881664370721,11.885079682234561,-28.609954361501842,27.640338174059703,5.386049841292822,2.961375346373692,43.00079639093404,-8.637248884431068,5.073501881148046,-27.73009509206953,17.322092706655766,28.91468103645115,28.027806033355017,22.243522460372887,8.817761677584514,20.863939368451284,11.761877333824899,-16.727688306723408,18.076732344278682,6.213428395898639,3.2795100165808306,6.936992376981659,-3.3830466646547754,-9.483662010818065,-1.1699149379562328,-2.8370372221217366,-10.876072990387824,-3.4970886317455085
UGA_Croissance_GDP (current US$) par Tete (pourcent),,,,-43.549988196138436,4.240686603013286,57.94017410331137,-0.25814657247612066,56.29893377105308,-5.840400383801728,7.686854079639094,54.252476551427144,0.17830313980923,-21.75372371635005,-21.202659298466173,-25.404741313604237,-16.795203271273,9.092436250676785,20.04357382174832,39.862344710600844,1.9229374597338804,0.7363482210942391,2.0382914702617674,-11.529072210040304,0.19940347483327658,-8.55229598190993,2.5167299664388594,-0.6511415350086207,21.379697986454374,9.979308651495437,6.879805123259617,19.801773592468187,12.23365790440135,69.58373976785838,2.8217851628812904,1.2213601577858089,-5.1003334760592045,2.525328612454845,9.06584651123842,-4.102533528605404,-13.062390015449743,2.2681766929964735,2.6634013071279155,1.2607019364457208
URY_Croissance_GDP (current US$) par Tete (pourcent),,,,40.56652508267862,7.9990024286074854,-17.462509680254083,-44.771029338590914,-5.55002741264735,-3.0618547777148786,23.477903471662135,24.517274662101087,10.788406409754042,2.0830383602925115,9.445161404670309,19.660497276914064,14.09186804579644,15.638810218141158,15.629612424065826,9.640135959924361,5.55478747904934,16.02338243188897,5.2356473588342,-6.0070293488014945,-5.17551273968547,-8.59001592819337,-34.90447968403297,-11.408279316672058,13.695679744812061,26.85028502583427,12.644322971131896,19.339199174357372,29.382539978008587,3.969313301263629,26.873702190154816,18.71799074735035,6.566863880296577,11.87805749750086,-0.8348296730898173,-7.237468094098504,-1.4514132450130275,12.57545490837193,-0.25503350097993893,-6.296128225509817
USA_Croissance_GDP (current US$) par Tete (pourcent),,,,7.714500799346801,11.14386861647033,3.27471653242888,7.691023392001591,10.14759748216712,6.5159018113443254,4.57535422795089,5.074208882549339,6.876964328738326,6.724292385690936,4.512572108793768,1.8990602037720123,4.423303012769281,3.809368223961056,4.955262542673137,3.5964165259556977,4.450324312620309,4.976777167927088,4.432854892607736,5.052355386466494,5.277193062602797,2.197154358339249,2.3965542415199645,3.8748087154119135,5.61142375912359,5.7582963710014985,4.950688321803348,3.6226397127494754,0.8474884256976972,-2.650909788640921,2.903473190673042,2.928357911098194,3.4553961029589333,2.9200637046680766,3.633551336950921,3.224099164355205,1.944648097625215,3.504740251513488,4.80721099169172,3.625616423042326
VCT_Croissance_GDP (current US$) par Tete (pourcent),,,,14.759080116540279,22.91661945279985,10.541577206013704,6.6591209438218435,9.650072522640816,7.112428190906253,9.693676758791469,8.450100140476563,13.64988768450342,6.445207976316113,11.500464667914267,5.730425062899395,8.898674435889943,2.9262880931075617,1.0747499995860113,9.198034373712181,4.956308133791818,4.990012492258626,7.526710123109256,4.61838675801324,1.3940025251758572,8.411501064006297,7.205225981578208,4.092876405516891,8.151429235201242,5.409522917634453,10.942457308498492,12.121246449024152,1.7217668495279235,-2.853735801329043,0.9637867883364636,-0.8040020209346866,2.3728078219757154,3.90116425886781,0.6807665029766987,3.531451147458329,2.2278639342734077,1.9490187647945012,2.057973110478462,1.387465098885848
VEN_Croissance_GDP (current US$) par Tete (pourcent),,,,19.051480394170998,9.210695158551237,-0.551073277282672,-2.8476033014775397,-13.452014872796934,0.6180244972289725,-5.02126757369657,-22.48033038810649,22.270030393258274,-29.492233735944886,9.00158895940677,7.499977603651227,10.41431158369948,-2.73038898377243,-4.813642876557123,29.746790497249428,-10.718535989289732,19.280347138766288,4.333087623339708,5.2372176706726075,17.32276630186818,2.987139058079532,-25.784632892931295,-11.571967101645287,32.17860104414734,27.262199238822777,24.13091121651611,23.72309675470791,35.2272615597729,2.907056470800883,17.51160535081422,-20.759015118146504,18.531178179239618,-4.072177850060144,28.882243794066937,,,,,
VNM_Croissance_GDP (current US$) par Tete (pourcent),,,,,,,,,,82.66410294613664,36.11388142311197,-32.15682250733377,-75.77823247761835,0.6593570335792729,45.44594958478583,0.54365911910456,30.968550921565832,21.294015581072646,25.181427871373433,17.09984625041487,7.363997185136029,0.08819332256818237,4.190111204184642,7.487562129274757,3.772056379203539,6.2362920786438,11.749004818525863,13.80203802328948,25.70262585413902,14.093897124509533,15.542588235898737,26.82827795568444,5.902423785594257,8.266224444539224,15.724011168088,13.771102662972174,8.733042199867691,7.610759384038588,2.701106093120525,5.137066727146324,7.910134886416472,8.495664663019149,5.792849042625369
VUT_Croissance_GDP (current US$) par Tete (pourcent),,,,-7.400991198249438,-15.102002311555738,-2.94607680396002,9.66353467488053,20.34063150109424,-10.806290331792086,-6.220185467412375,7.732333000377458,10.899932615979395,-5.1050670757428716,6.804556981871446,15.960347434275937,0.8696575958572593,-6.856020021980509,13.463411202881126,4.121844589302286,2.6451172461865204,2.4605844790319886,0.7396279395232324,0.32461490721373487,-0.5358013971102072,-7.307308324113858,-0.6548867990449222,16.71529959277859,13.131233783965923,5.5444393958904845,8.604810967310671,17.02725206382913,12.798441493143631,-2.0690258326677875,11.973007251360569,10.033509836664686,-4.026506873375117,-0.28269634916903014,-1.1514753866851137,-9.271195178858717,3.1375830039617716,6.661352125617096,0.4329750215901204,-1.215765559134128
WLD_Croissance_GDP (current US$) par Tete (pourcent),,,,10.665476690842823,1.734264751544671,-2.692082752774806,0.23159103368291456,1.9048023799052016,3.2315567002452057,16.119275161521635,11.781036908763884,9.931885683420361,2.598123498149823,10.717777790261913,4.186912262788246,4.5599534196906335,0.028728779121631427,5.787527246454221,9.56528231566144,0.7569507763216976,-1.7648661776190984,-1.5761577663489337,2.33867073125828,1.8974787718056918,-1.8448833027284337,2.5298515693143715,10.803397520921028,11.24395484151729,6.986733443926153,7.05457017413008,11.30275552044924,8.382580297734332,-6.29738572063571,8.165387131586709,9.81012914557154,1.1143267006494684,1.6656625504072011,1.5812595196711754,-6.444620707724552,0.3454976035416376,5.208888331436987,5.152445074715278,0.47229723961916437
WSM_Croissance_GDP (current US$) par Tete (pourcent),,,,,,,-8.291520776558551,-2.9288570724113425,-12.886341207995601,5.26024255804752,10.375544026600569,18.765227547459055,-7.935468999714972,1.7991801660398252,-0.8615107889047131,4.388822569109713,-0.361114615296585,64.53506028162411,0.8906771275062965,10.415605236065375,13.632350445009582,-6.023692404385874,-4.377201806451736,3.431892783177851,0.9695069252019735,4.882300162652996,16.906353261666332,23.279078441563513,10.064360288219989,7.958270511141354,12.053473983104533,7.8320060514925744,-6.241499339432377,12.568291124596517,10.293316832656691,2.2560233749689322,0.3806423942781904,-2.4705974684182577,3.451387146607448,0.8714294463965846,3.633855778107617,-1.7630264093730588,3.167576330122046
ZAF_Croissance_GDP (current US$) par Tete (pourcent),,,,40.27206762109109,0.25582941821518246,-10.716031185529879,8.434115349051716,-13.877543364527723,-25.56787182589987,11.49556757437797,28.111769965079393,4.995956871204604,1.6484370141122164,13.923216400681193,4.649368611592338,5.87688064677089,-2.5965869248167484,1.6673142059809323,8.899964704737885,-6.862493556904222,1.579570401575359,-11.143827131758988,-2.2970948826324675,-1.594732221309859,-12.067964423831182,-6.157864254379609,49.914769872040814,28.8526554101459,11.379218278879422,4.0558772568530035,8.811324918960313,-5.492747541200726,1.7704478434516302,25.002028957648992,9.26228433545169,-6.318431085052466,-8.918426580612477,-5.843719480556479,-10.858593375843522,-8.0513461583996,16.30143588382921,3.938836507435504,-5.846026568543353
